link,title,published
https://www.newscientist.com/article/2404079-strange-way-black-holes-lose-energy-could-help-solve-cosmic-puzzle/?utm_campaign=RSS%7CNSNS&utm_source=NSNS&utm_medium=RSS&utm_content=space,Strange way black holes lose energy could help solve cosmic puzzle,"Fri, 24 Nov 2023 10:00:09 +0000"
https://www.newscientist.com/article/2403932-mercury-has-salt-glaciers-that-could-provide-the-conditions-for-life/?utm_campaign=RSS%7CNSNS&utm_source=NSNS&utm_medium=RSS&utm_content=space,Mercury has salt glaciers that could provide the conditions for life,"Thu, 23 Nov 2023 10:00:08 +0000"
https://www.newscientist.com/article/mg26034660-100-how-excited-should-we-be-by-signs-of-life-spotted-on-alien-worlds/?utm_campaign=RSS%7CNSNS&utm_source=NSNS&utm_medium=RSS&utm_content=space,How excited should we be by signs of life spotted on alien worlds?,"Tue, 21 Nov 2023 16:00:00 +0000"
https://www.newscientist.com/article/2403635-what-would-life-on-earth-be-like-if-our-planet-were-cube-shaped/?utm_campaign=RSS%7CNSNS&utm_source=NSNS&utm_medium=RSS&utm_content=space,What would life on Earth be like if our planet were cube-shaped?,"Tue, 21 Nov 2023 14:52:43 +0000"
https://www.newscientist.com/article/2403734-strange-nebula-changes-colour-rhythmically-like-a-mood-lamp/?utm_campaign=RSS%7CNSNS&utm_source=NSNS&utm_medium=RSS&utm_content=space,Strange nebula changes colour rhythmically like a mood lamp,"Tue, 21 Nov 2023 11:00:23 +0000"
https://www.newscientist.com/video/2403738-spacex-starship-explodes-after-reaching-space-for-the-first-time/?utm_campaign=RSS%7CNSNS&utm_source=NSNS&utm_medium=RSS&utm_content=space,SpaceX Starship explodes after reaching space for the first time,"Mon, 20 Nov 2023 14:14:53 +0000"
https://www.newscientist.com/article/2403573-how-to-watch-the-leonid-meteor-shower-peaking-this-weekend/?utm_campaign=RSS%7CNSNS&utm_source=NSNS&utm_medium=RSS&utm_content=space,How to watch the Leonid meteor shower peaking this weekend,"Fri, 17 Nov 2023 11:51:41 +0000"
https://www.newscientist.com/article/2403439-spacex-starship-launch-delayed-what-time-is-the-new-launch/?utm_campaign=RSS%7CNSNS&utm_source=NSNS&utm_medium=RSS&utm_content=space,SpaceX Starship launch delayed: What time is the new launch?,"Thu, 16 Nov 2023 14:42:05 +0000"
https://www.newscientist.com/article/2403155-fluffy-exoplanet-blasted-by-its-sun-has-clouds-that-rain-sand/?utm_campaign=RSS%7CNSNS&utm_source=NSNS&utm_medium=RSS&utm_content=space,Fluffy exoplanet blasted by its sun has clouds that rain sand,"Wed, 15 Nov 2023 16:00:21 +0000"
https://www.newscientist.com/article/2402996-comets-may-bring-ingredients-for-life-most-easily-to-clustered-planets/?utm_campaign=RSS%7CNSNS&utm_source=NSNS&utm_medium=RSS&utm_content=space,Comets may bring ingredients for life most easily to clustered planets,"Wed, 15 Nov 2023 00:01:24 +0000"
https://www.newscientist.com/article/2402597-a-comet-wagged-its-tail-as-it-flew-past-the-sun/?utm_campaign=RSS%7CNSNS&utm_source=NSNS&utm_medium=RSS&utm_content=space,A comet wagged its tail as it flew past the sun,"Tue, 14 Nov 2023 08:00:06 +0000"
https://www.newscientist.com/article/2402636-robotic-chemist-discovers-how-to-make-oxygen-from-martian-minerals/?utm_campaign=RSS%7CNSNS&utm_source=NSNS&utm_medium=RSS&utm_content=space,Robotic chemist discovers how to make oxygen from Martian minerals,"Mon, 13 Nov 2023 16:00:50 +0000"
https://www.newscientist.com/article/2402321-plants-thrive-in-lunar-soil-with-help-from-phosphorus-making-bacteria/?utm_campaign=RSS%7CNSNS&utm_source=NSNS&utm_medium=RSS&utm_content=space,Plants thrive in lunar soil with help from phosphorus-making bacteria,"Fri, 10 Nov 2023 14:10:03 +0000"
https://www.newscientist.com/article/2402016-astronomers-have-found-the-most-distant-black-hole-ever-confirmed/?utm_campaign=RSS%7CNSNS&utm_source=NSNS&utm_medium=RSS&utm_content=space,Astronomers have found the most distant black hole ever confirmed,"Thu, 09 Nov 2023 21:00:26 +0000"
https://www.newscientist.com/article/mg26034640-100-why-we-need-to-bring-stellar-astrophysics-into-the-real-world/?utm_campaign=RSS%7CNSNS&utm_source=NSNS&utm_medium=RSS&utm_content=space,Why we need to bring stellar astrophysics into the real world,"Wed, 08 Nov 2023 18:00:00 +0000"
https://www.newscientist.com/article/2401621-when-to-see-venus-disappear-behind-the-moon-this-thursday/?utm_campaign=RSS%7CNSNS&utm_source=NSNS&utm_medium=RSS&utm_content=space,When to see Venus disappear behind the moon this Thursday,"Wed, 08 Nov 2023 09:00:40 +0000"
https://www.newscientist.com/article/2401932-distant-milky-way-like-galaxy-is-older-than-we-thought-possible/?utm_campaign=RSS%7CNSNS&utm_source=NSNS&utm_medium=RSS&utm_content=space,Distant Milky Way-like galaxy is older than we thought possible,"Wed, 08 Nov 2023 16:00:58 +0000"
https://www.sciencedaily.com/releases/2024/02/240202115144.htm,Neptune-like exoplanets can be cloudy or clear,"Fri, 02 Feb 2024 11:51:44 EST"
https://www.sciencedaily.com/releases/2024/02/240201121816.htm,Gas on the run -- ALMA spots the shadow of a molecular outflow from a quasar when the Universe was less than one billion years old,"Thu, 01 Feb 2024 12:18:16 EST"
https://www.sciencedaily.com/releases/2024/01/240131183501.htm,Bright galaxies put dark matter to the test,"Wed, 31 Jan 2024 18:35:01 EST"
https://www.sciencedaily.com/releases/2024/01/240131144542.htm,The hottest catalog of the year: Comprehensive list of slow-building solar flares,"Wed, 31 Jan 2024 14:45:42 EST"
https://www.sciencedaily.com/releases/2024/01/240129182441.htm,Staggering structure in 19 nearby spiral galaxies,"Mon, 29 Jan 2024 18:24:41 EST"
https://www.sciencedaily.com/releases/2024/01/240129182340.htm,Researchers spying for signs of life among exoplanet atmospheres,"Mon, 29 Jan 2024 18:23:40 EST"
https://www.sciencedaily.com/releases/2024/01/240129122445.htm,Astronomers spot 18 black holes gobbling up nearby stars,"Mon, 29 Jan 2024 12:24:45 EST"
https://www.sciencedaily.com/releases/2024/01/240129122405.htm,Cosmic building blocks of life discovered through the electron microscope,"Mon, 29 Jan 2024 12:24:05 EST"
https://www.sciencedaily.com/releases/2024/01/240126171636.htm,Confirmation of ancient lake on Mars builds excitement for Perseverance rover's samples,"Fri, 26 Jan 2024 17:16:36 EST"
https://www.sciencedaily.com/releases/2024/01/240126140555.htm,Astronomers unravel mysteries of planet formation and evolution in distant planetary system,"Fri, 26 Jan 2024 14:05:55 EST"
https://www.sciencedaily.com/releases/2024/01/240126140519.htm,Stars travel more slowly at Milky Way's edge,"Fri, 26 Jan 2024 14:05:19 EST"
https://www.sciencedaily.com/releases/2024/01/240126001931.htm,'Old smokers' and 'squalling newborns' among hidden stars spotted for first time,"Fri, 26 Jan 2024 00:19:31 EST"
https://www.sciencedaily.com/releases/2024/01/240125150041.htm,Faint features in galaxy NGC 5728 revealed,"Thu, 25 Jan 2024 15:00:41 EST"
https://www.sciencedaily.com/releases/2024/01/240125145932.htm,Astrophysical jet caught in a 'speed trap',"Thu, 25 Jan 2024 14:59:32 EST"
https://www.sciencedaily.com/releases/2024/01/240124132719.htm,Atmospheric pressure changes could be driving Mars' elusive methane pulses,"Wed, 24 Jan 2024 13:27:19 EST"
https://www.sciencedaily.com/releases/2024/01/240123122243.htm,Records of cometary dust hitting the asteroid Ryugu,"Tue, 23 Jan 2024 12:22:43 EST"
https://www.sciencedaily.com/releases/2024/01/240118150710.htm,Lightest black hole or heaviest neutron star? MeerKAT uncovers a mysterious object in Milky Way,"Thu, 18 Jan 2024 15:07:10 EST"
https://www.sciencedaily.com/releases/2024/01/240118122218.htm,Moon rocks with unique dust found,"Thu, 18 Jan 2024 12:22:18 EST"
https://www.sciencedaily.com/releases/2024/01/240117143937.htm,Origin of intense light in supermassive black holes and tidal disruption events revealed,"Wed, 17 Jan 2024 14:39:37 EST"
https://www.sciencedaily.com/releases/2024/01/240117143935.htm,Astronomers detect oldest black hole ever observed,"Wed, 17 Jan 2024 14:39:35 EST"
https://www.sciencedaily.com/releases/2024/01/240117143908.htm,The metalens meets the stars,"Wed, 17 Jan 2024 14:39:08 EST"
https://www.sciencedaily.com/releases/2024/01/240117143704.htm,Study delivers detailed photos of galaxies' inner structures,"Wed, 17 Jan 2024 14:37:04 EST"
https://www.sciencedaily.com/releases/2024/01/240117143613.htm,Space solar power project ends first in-space mission with successes and lessons,"Wed, 17 Jan 2024 14:36:13 EST"
https://www.sciencedaily.com/releases/2024/01/240116131822.htm,Astronomers produce most sensitive radio image ever of ancient star cluster,"Tue, 16 Jan 2024 13:18:22 EST"
https://www.sciencedaily.com/releases/2024/01/240116131748.htm,Discovery changes understanding of water's history on the Moon,"Tue, 16 Jan 2024 13:17:48 EST"
https://www.sciencedaily.com/releases/2024/01/240115121125.htm,Research sheds new light on Moon rock formation solving major puzzle in lunar geology,"Mon, 15 Jan 2024 12:11:25 EST"
https://www.sciencedaily.com/releases/2024/01/240114202031.htm,Earth-sized planet discovered in 'our solar backyard',"Sun, 14 Jan 2024 20:20:31 EST"
https://www.sciencedaily.com/releases/2024/01/240112114819.htm,NASA scientists discover a novel galactic 'fossil',"Fri, 12 Jan 2024 11:48:19 EST"
https://www.sciencedaily.com/releases/2024/01/240111162705.htm,Close encounters of the supermassive black hole kind,"Thu, 11 Jan 2024 16:27:05 EST"
https://www.sciencedaily.com/releases/2024/01/240111162650.htm,Our surprising magnetic galaxy,"Thu, 11 Jan 2024 16:26:50 EST"
https://www.sciencedaily.com/releases/2024/01/240111162644.htm,Surprise gamma-ray feature beyond our galaxy,"Thu, 11 Jan 2024 16:26:44 EST"
https://www.sciencedaily.com/releases/2024/01/240111113157.htm,"Astronomers make rare exoplanet discovery, and a giant leap in detecting Earth-like bodies","Thu, 11 Jan 2024 11:31:57 EST"
https://www.sciencedaily.com/releases/2024/01/240111113133.htm,Potential solvents identified for building on moon and Mars,"Thu, 11 Jan 2024 11:31:33 EST"
https://www.sciencedaily.com/releases/2024/01/240111113100.htm,NASA's Webb discovers dusty 'cat's tail' in Beta Pictoris System,"Thu, 11 Jan 2024 11:31:00 EST"
https://www.sciencedaily.com/releases/2024/01/240109170515.htm,NASA's Webb finds signs of possible aurorae on isolated brown dwarf,"Tue, 09 Jan 2024 17:05:15 EST"
https://www.sciencedaily.com/releases/2024/01/240109170512.htm,Unlocking the secrets of a 'Hot Saturn' and its spotted star,"Tue, 09 Jan 2024 17:05:12 EST"
https://www.sciencedaily.com/releases/2024/01/240109144508.htm,'Blob-like' home of farthest-known fast radio burst is collection of seven galaxies,"Tue, 09 Jan 2024 14:45:08 EST"
https://www.sciencedaily.com/releases/2024/01/240109121133.htm,Meteorite analysis shows Earth's building blocks contained water,"Tue, 09 Jan 2024 12:11:33 EST"
https://www.sciencedaily.com/releases/2024/01/240108172537.htm,Final supernova results from Dark Energy Survey offer unique insights into the expansion of the universe,"Mon, 08 Jan 2024 17:25:37 EST"
https://www.sciencedaily.com/releases/2024/01/240108125815.htm,Three iron rings in a planet-forming disk,"Mon, 08 Jan 2024 12:58:15 EST"
https://www.sciencedaily.com/releases/2024/01/240108125729.htm,Space oddity: Uncovering the origin of the universe's rare radio circles,"Mon, 08 Jan 2024 12:57:29 EST"
https://www.sciencedaily.com/releases/2024/01/240105145046.htm,Mysterious missing component in the clouds of Venus revealed,"Fri, 05 Jan 2024 14:50:46 EST"
https://www.sciencedaily.com/releases/2024/01/240104210145.htm,New images reveal what Neptune and Uranus really look like,"Thu, 04 Jan 2024 21:01:45 EST"
https://www.sciencedaily.com/releases/2024/01/240103130941.htm,Magnetic fields in the cosmos: Dark matter could help us discover their origin,"Wed, 03 Jan 2024 13:09:41 EST"
https://www.sciencedaily.com/releases/2024/01/240102174047.htm,Is oxygen the cosmic key to alien technology?,"Tue, 02 Jan 2024 17:40:47 EST"
https://www.sciencedaily.com/releases/2024/01/240102142058.htm,Designing the 'perfect' meal to feed long-term space travelers,"Tue, 02 Jan 2024 14:20:58 EST"
https://www.sciencedaily.com/releases/2023/12/231229164722.htm,"Sodium's high-pressure transformation can tell us about the interiors of stars, planets","Fri, 29 Dec 2023 16:47:22 EST"
https://www.sciencedaily.com/releases/2023/12/231228145810.htm,A carbon-lite atmosphere could be a sign of water and life on other terrestrial planets,"Thu, 28 Dec 2023 14:58:10 EST"
https://www.sciencedaily.com/releases/2023/12/231228145741.htm,Further evidence for quark-matter cores in massive neutron stars,"Thu, 28 Dec 2023 14:57:41 EST"
https://www.sciencedaily.com/releases/2023/12/231222145450.htm,Hubble sights a galaxy with 'forbidden' light,"Fri, 22 Dec 2023 14:54:50 EST"
https://www.sciencedaily.com/releases/2023/12/231222145443.htm,Researchers study a million galaxies to find out how the universe began,"Fri, 22 Dec 2023 14:54:43 EST"
https://www.sciencedaily.com/releases/2023/12/231221162233.htm,Organic compounds in asteroids formed in colder regions of space,"Thu, 21 Dec 2023 16:22:33 EST"
https://www.sciencedaily.com/releases/2023/12/231221162227.htm,Astronomers detect seismic ripples in ancient galactic disk,"Thu, 21 Dec 2023 16:22:27 EST"
https://www.sciencedaily.com/releases/2023/12/231221162224.htm,New 1.5-billion-pixel image shows Running Chicken Nebula in unprecedented detail,"Thu, 21 Dec 2023 16:22:24 EST"
https://www.sciencedaily.com/releases/2023/12/231221162221.htm,NASA's Hubble watches 'spoke season' on Saturn,"Thu, 21 Dec 2023 16:22:21 EST"
https://www.sciencedaily.com/releases/2023/12/231221162219.htm,Supernova encore: Second lensed supernova in a distant galaxy,"Thu, 21 Dec 2023 16:22:19 EST"
https://www.sciencedaily.com/releases/2023/12/231221161951.htm,Pancake stack of films on a balloon most accurate gamma-ray telescope,"Thu, 21 Dec 2023 16:19:51 EST"
https://www.sciencedaily.com/releases/2023/12/231221012817.htm,Millions of mysterious pits in the ocean decoded,"Thu, 21 Dec 2023 01:28:17 EST"
https://www.sciencedaily.com/releases/2023/12/231221012808.htm,Cosmic lights in the forest,"Thu, 21 Dec 2023 01:28:08 EST"
link,title,published
https://www.sciencedaily.com/releases/2023/12/231221012717.htm,"One small material, one giant leap for life on Mars: New research takes us a step closer to sustaining human life on the red planet","Thu, 21 Dec 2023 01:27:17 EST"
https://science.nasa.gov/universe/the-universe-is-expanding-faster-these-days-and-dark-energy-is-responsible-so-what-is-dark-energy/,"What is Dark Energy? Inside our accelerating, expanding Universe","Mon, 05 Feb 2024 21:36:19 +0000"
https://science.nasa.gov/universe/whats-made-in-a-thunderstorm-and-faster-than-lightning-gamma-rays/,What’s Made in a Thunderstorm and Faster Than Lightning? Gamma Rays!,"Mon, 05 Feb 2024 18:12:24 +0000"
https://science.nasa.gov/universe/when-dead-stars-collide/,When Dead Stars Collide!,"Mon, 05 Feb 2024 17:59:56 +0000"
https://www.nasa.gov/news-release/nasa-administrator-announces-new-marshall-space-flight-center-director/,NASA Administrator Announces New Marshall Space Flight Center Director,"Mon, 05 Feb 2024 17:29:29 +0000"
https://www.nasa.gov/learning-resources/stem-engagement-at-nasa/university-high-school-wins-regional-science-bowl-at-nasas-jpl/,University High School Wins Regional Science Bowl at NASA’s JPL,"Mon, 05 Feb 2024 17:16:57 +0000"
https://www.nasa.gov/centers-and-facilities/langley/nasas-laser-navigation-tech-enables-commercial-lunar-exploration/,NASA’s Laser Navigation Tech Enables Commercial Lunar Exploration,"Mon, 05 Feb 2024 15:48:31 +0000"
https://www.space.com/where-do-cosmic-rays-come-from,Where do cosmic rays come from?,"Mon, 05 Feb 2024 22:59:50 +0000"
https://www.space.com/cosmonaut-oleg-kononenko-breaks-record-time-in-space,879 days! Russian cosmonaut breaks record for total time spent in space,"Mon, 05 Feb 2024 19:48:36 +0000"
https://www.space.com/nasa-pace-spacex-falcon-9-mission-launch,SpaceX rolls out Falcon 9 rocket to launch NASA's ocean-studying PACE satellite on Feb. 6 (photos),"Mon, 05 Feb 2024 18:16:02 +0000"
https://www.space.com/solar-maximum-in-sight-but-scientists-will-have-to-wait-seven-months-after-it-occurs-to-officially-declare-it,"Solar maximum is coming, but we won't know it happened until 7 months after it's over","Mon, 05 Feb 2024 18:00:36 +0000"
https://www.space.com/mars-ingenuity-helicopter-perseverance-rover-photo-red-planet-surface,"NASA Ingenuity Mars helicopter, broken and alone, spotted by Perseverance rover on Martian dune (photo, video)","Mon, 05 Feb 2024 17:46:16 +0000"
https://www.space.com/earth-isnt-only-planet-with-seasons-wildly-different-on-other-worlds,"Earth isn't the only planet with seasons, but they can look wildly different on other worlds","Mon, 05 Feb 2024 16:00:30 +0000"
https://www.space.com/halo-series-paramount-plus-season-2-preview,'Halo' Season 2 charges back onto Paramount Plus this week with plenty to prove,"Mon, 05 Feb 2024 15:00:11 +0000"
https://www.space.com/stomp-rocket-nasa-collection-out-now,New NASA Collection by Stomp Rocket takes off for kid-powered flight,"Mon, 05 Feb 2024 21:59:41 +0000"
https://skyandtelescope.org/astronomy-news/nasas-juno-mission-makes-closest-flyby-past-io/,NASA's Juno Mission Makes Closest Flyby Past Io,"Tue, 06 Feb 2024 00:06:22 +0000"
https://www.esa.int/ESA_Multimedia/Images/2024/02/Cool_upgrade_for_deep-space_dish,Cool upgrade for deep-space dish,"Tue, 06 Feb 2024 10:00:00 +0100"
https://www.space.com/james-webb-space-telescope-tiny-bright-galaxies-dark-matter,James Webb Space Telescope could target tiny bright galaxies to shine light on dark matter,"Tue, 06 Feb 2024 11:00:11 +0000"
link,title,published
